X,Date,Opponent,W.L,SP,K,E,TA,PCT,AST,SA,SE,RE,DIG,BS,BA,BE,TB,BHE,PTS,year,home_away,conf_nonconf,block.success,kills.per.set,blocks.per.set,blocking.error.rate,assists.per.set,bhe.rate,digs.per.set,sre.per.set,se.per.set,sa.per.set,yearless,yearless.date
109,2017-10-02,at Bethany Lutheran,L,3,31,17,91,0.154,28,2,6,6,25,0,4,0,2,0,35,2017,home,non-conference,0.5,10.3333333333333,0.666666666666667,0,9.33333333333333,0,8.33333333333333,2,2,0.666666666666667,02/10,2022-10-02
110,2017-10-04,at Gustavus Adolphus,W,3,42,16,119,0.218,35,2,8,4,44,0,2,0,1,2,45,2017,home,conference,0.5,14,0.333333333333333,0,11.6666666666667,0.0571428571428571,14.6666666666667,1.33333333333333,2.66666666666667,0.666666666666667,04/10,2022-10-04
111,2017-10-06,vs Maranatha Baptist,L,4,32,11,88,0.239,31,7,4,8,42,1,12,1,7,1,46,2017,away,non-conference,0.583333333333333,8,1.75,0.25,7.75,0.032258064516129,10.5,2,1,1.75,06/10,2022-10-06
112,2017-10-06,vs UW-Platteville,L,3,31,23,84,0.095,31,3,8,8,25,0,14,4,7,0,41,2017,away,non-conference,0.5,10.3333333333333,2.33333333333333,1.33333333333333,10.3333333333333,0,8.33333333333333,2.66666666666667,2.66666666666667,1,06/10,2022-10-06
113,2017-10-07,UW-Oshkosh,W,3,37,8,79,0.367,36,5,3,1,30,3,7,2,6.5,2,48.5,2017,away,non-conference,0.928571428571429,12.3333333333333,2.16666666666667,0.666666666666667,12,0.0555555555555556,10,0.333333333333333,1,1.66666666666667,07/10,2022-10-07
114,2017-10-07,vs Finlandia,L,3,21,15,83,0.072,17,4,4,3,27,1,4,0,3,1,28,2017,away,non-conference,0.75,7,1,0,5.66666666666667,0.0588235294117647,9,1,1.33333333333333,1.33333333333333,07/10,2022-10-07
115,2017-10-11,at St. Catherine,L,3,25,24,100,0.01,22,1,7,4,33,2,4,1,4,1,30,2017,home,conference,1,8.33333333333333,1.33333333333333,0.333333333333333,7.33333333333333,0.0454545454545455,11,1.33333333333333,2.33333333333333,0.333333333333333,11/10,2022-10-11
116,2017-10-18,North Central (MN),L,3,16,18,99,-0.02,15,1,5,3,42,1,4,3,3,0,20,2017,away,non-conference,0.75,5.33333333333333,1,1,5,0,14,1,1.66666666666667,0.333333333333333,18/10,2022-10-18
117,2017-10-20,Saint Benedict,W,5,68,26,189,0.222,60,10,7,5,56,2,14,1,9,1,87,2017,away,conference,0.642857142857143,13.6,1.8,0.2,12,0.0166666666666667,11.2,1,1.4,2,20/10,2022-10-20
118,2017-10-21,Concordia-M'head,L,3,44,26,136,0.132,42,4,1,4,68,2,2,0,3,0,51,2017,away,conference,1.5,14.6666666666667,1,0,14,0,22.6666666666667,1.33333333333333,0.333333333333333,1.33333333333333,21/10,2022-10-21
119,2017-10-25,at Saint Mary's,L,3,31,22,107,0.084,28,5,4,5,32,0,6,1,3,4,39,2017,home,non-conference,0.5,10.3333333333333,1,0.333333333333333,9.33333333333333,0.142857142857143,10.6666666666667,1.66666666666667,1.33333333333333,1.66666666666667,25/10,2022-10-25
120,2017-10-27,Carleton College,W,5,55,21,169,0.201,52,6,16,7,71,0,13,1,6.5,8,67.5,2017,away,conference,0.5,11,1.3,0.2,10.4,0.153846153846154,14.2,1.4,3.2,1.2,27/10,2022-10-27
121,2017-10-31,at Bethel University,L,4,47,21,150,0.173,44,4,7,6,68,1,14,0,8,4,59,2017,home,conference,0.571428571428571,11.75,2,0,11,0.0909090909090909,17,1.5,1.75,1,31/10,2022-10-31
122,2017-11-02,St. Thomas,W,4,56,23,180,0.183,51,5,3,3,77,4,14,1,11,3,72,2017,away,non-conference,0.785714285714286,14,2.75,0.25,12.75,0.0588235294117647,19.25,0.75,0.75,1.25,02/11,2022-11-02
123,2016-09-02,vs Bethany Lutheran,L,3,17,21,102,-0.039,16,3,4,11,44,1,4,0,3,0,23,2016,away,non-conference,0.75,5.66666666666667,1,0,5.33333333333333,0,14.6666666666667,3.66666666666667,1.33333333333333,1,02/09,2022-09-02
124,2016-09-02,at Macalester College,L,3,26,21,123,0.041,24,4,5,5,47,3,8,0,7,0,37,2016,home,conference,0.875,8.66666666666667,2.33333333333333,0,8,0,15.6666666666667,1.66666666666667,1.66666666666667,1.33333333333333,02/09,2022-09-02
125,2016-09-03,vs Crown College,L,3,31,19,99,0.121,29,10,4,10,39,0,4,1,2,0,43,2016,away,non-conference,0.5,10.3333333333333,0.666666666666667,0.333333333333333,9.66666666666667,0,13,3.33333333333333,1.33333333333333,3.33333333333333,03/09,2022-09-03
126,2016-09-03,vs Martin Luther,L,3,23,28,104,-0.048,22,2,2,9,38,0,10,3,5,0,30,2016,away,non-conference,0.5,7.66666666666667,1.66666666666667,1,7.33333333333333,0,12.6666666666667,3,0.666666666666667,0.666666666666667,03/09,2022-09-03
127,2016-09-06,at UW Superior,L,5,52,24,149,0.188,46,6,6,5,54,1,0,0,1,1,59,2016,home,non-conference,Inf,10.4,0.2,0,9.2,0.0217391304347826,10.8,1,1.2,1.2,06/09,2022-09-06
128,2016-09-09,at Augustana,W,3,46,17,111,0.261,37,8,5,2,38,3,4,0,5,1,59,2016,home,non-conference,1.25,15.3333333333333,1.66666666666667,0,12.3333333333333,0.027027027027027,12.6666666666667,0.666666666666667,1.66666666666667,2.66666666666667,09/09,2022-09-09
129,2016-09-09,vs Cornell College,W,3,47,9,94,0.404,43,8,11,1,32,3,4,0,5,1,60,2016,away,non-conference,1.25,15.6666666666667,1.66666666666667,0,14.3333333333333,0.0232558139534884,10.6666666666667,0.333333333333333,3.66666666666667,2.66666666666667,09/09,2022-09-09
130,2016-09-10,Loras,W,3,40,12,112,0.25,40,5,5,1,56,3,4,0,5,2,50,2016,away,non-conference,1.25,13.3333333333333,1.66666666666667,0,13.3333333333333,0.05,18.6666666666667,0.333333333333333,1.66666666666667,1.66666666666667,10/09,2022-09-10
131,2016-09-10,vs Carthage,L,5,51,21,150,0.2,50,7,10,7,56,0,18,5,9,0,67,2016,away,non-conference,0.5,10.2,1.8,1,10,0,11.2,1.4,2,1.4,10/09,2022-09-10
132,2016-09-12,Bethany Lutheran,L,4,47,35,149,0.081,40,5,9,12,53,0,6,0,3,0,55,2016,away,non-conference,0.5,11.75,0.75,0,10,0,13.25,3,2.25,1.25,12/09,2022-09-12
133,2016-09-14,Augsburg College,W,3,40,16,121,0.198,40,8,7,2,52,2,8,1,6,2,54,2016,away,conference,0.75,13.3333333333333,2,0.333333333333333,13.3333333333333,0.05,17.3333333333333,0.666666666666667,2.33333333333333,2.66666666666667,14/09,2022-09-14
134,2016-09-17,Wartburg College,W,3,33,11,117,0.188,30,10,4,4,63,4,8,2,8,1,51,2016,away,non-conference,1,11,2.66666666666667,0.666666666666667,10,0.0333333333333333,21,1.33333333333333,1.33333333333333,3.33333333333333,17/09,2022-09-17
135,2016-09-17,vs Luther College,W,5,52,30,161,0.137,47,10,15,5,63,5,20,1,15,1,77,2016,away,non-conference,0.75,10.4,3,0.2,9.4,0.0212765957446809,12.6,1,3,2,17/09,2022-09-17
136,2016-09-21,at Gustavus Adolphus,W,3,43,20,118,0.195,36,7,3,2,50,1,0,0,1,3,51,2016,home,conference,Inf,14.3333333333333,0.333333333333333,0,12,0.0833333333333333,16.6666666666667,0.666666666666667,1,2.33333333333333,21/09,2022-09-21
137,2016-09-23,at Macalester College,W,4,58,31,173,0.156,52,7,4,5,99,1,4,0,3,3,68,2016,home,conference,0.75,14.5,0.75,0,13,0.0576923076923077,24.75,1.25,1,1.75,23/09,2022-09-23
138,2016-09-30,Concordia-M'head,W,4,56,24,163,0.196,51,8,2,4,72,1,4,0,3,0,67,2016,away,conference,0.75,14,0.75,0,12.75,0,18,1,0.5,2,30/09,2022-09-30
139,2016-10-01,Saint Benedict,W,4,47,21,128,0.203,46,10,8,7,49,2,16,0,10,4,67,2016,away,conference,0.625,11.75,2.5,0,11.5,0.0869565217391304,12.25,1.75,2,2.5,01/10,2022-10-01
140,2016-10-05,at Saint Mary's,W,3,35,17,109,0.165,32,7,4,3,60,1,10,1,6,2,48,2016,home,non-conference,0.6,11.6666666666667,2,0.333333333333333,10.6666666666667,0.0625,20,1,1.33333333333333,2.33333333333333,05/10,2022-10-05
141,2016-10-08,at North Central,L,3,18,18,80,0,17,1,5,9,29,1,2,1,2,1,21,2016,home,non-conference,1,6,0.666666666666667,0.333333333333333,5.66666666666667,0.0588235294117647,9.66666666666667,3,1.66666666666667,0.333333333333333,08/10,2022-10-08
142,2016-10-10,at Martin Luther,L,4,41,27,130,0.108,37,3,1,6,59,0,20,0,10,6,54,2016,home,non-conference,0.5,10.25,2.5,0,9.25,0.162162162162162,14.75,1.5,0.25,0.75,10/10,2022-10-10
143,2016-10-12,Bethel University,W,4,50,21,167,0.174,48,7,4,4,67,0,22,2,11,3,68,2016,away,conference,0.5,12.5,2.75,0.5,12,0.0625,16.75,1,1,1.75,12/10,2022-10-12
144,2016-10-21,at St. Thomas,W,3,35,26,113,0.08,34,6,0,1,52,1,6,0,4,1,45,2016,home,non-conference,0.666666666666667,11.6666666666667,1.33333333333333,0,11.3333333333333,0.0294117647058824,17.3333333333333,0.333333333333333,0,2,21/10,2022-10-21
145,2016-10-22,at Hamline University,W,4,45,20,167,0.15,42,7,11,5,85,0,4,1,2,5,54,2016,home,conference,0.5,11.25,0.5,0.25,10.5,0.119047619047619,21.25,1.25,2.75,1.75,22/10,2022-10-22
146,2016-10-26,at St. Catherine,L,5,47,23,147,0.163,47,8,10,7,68,2,18,0,11,5,66,2016,home,conference,0.611111111111111,9.4,2.2,0,9.4,0.106382978723404,13.6,1.4,2,1.6,26/10,2022-10-26
147,2016-10-28,Carleton College,W,4,41,21,129,0.155,41,8,9,2,50,0,22,2,11,0,60,2016,away,conference,0.5,10.25,2.75,0.5,10.25,0,12.5,0.5,2.25,2,28/10,2022-10-28
